timestamp,mill_power_kw,mill_motor_load_pct,mill_outlet_temp_c,mill_feed_rate_tph,raw_mill_feed_tph,raw_mill_power_kw,separator_speed_rpm,separator_efficiency_pct,residue_on_90um_pct,residue_on_212um_pct,separator_motor_status,preheater_inlet_temp_c,preheater_outlet_temp_c,cyclone_pressure_drop_mbar,cyclone_pressure_drop_pa,preheater_O2_pct,preheater_CO_pct,gas_flow_rate_nm3h,dust_load_mgNm3,preheater_cyclone_efficiency_pct,gas_flow_nm3_hr,co2_pct,co_ppm,so2_ppm,no_x_ppm,specific_power_consumption_kwh_t,separator_fan_power_kw,preheater_fan_power_kw,high_temp_alarm,high_vibration_alarm,separator_blockage_alarm,fan_failure_alarm
2025-09-18T02:19:09.376118,4967.51,89.01,111.12,187.04,166.64,3598.93,917.37,79.87,10.45,2.43,1,721.84,903.12,206.59,1792.52,2.51,0.13,143541.98,38.59,87.41,147384.87,18.86,165.29,53.02,376.6,25.09,821.85,1160.48,0,0,1,1
2025-09-18T02:20:09.376118,4981.48,77.48,118.86,228.32,195.68,3604.24,1499.62,87.8,10.85,2.53,1,786.22,949.27,179.52,1977.94,3.97,0.21,128296.45,40.57,92.45,121471.33,21.64,174.18,137.54,385.86,32.99,742.83,940.93,0,1,0,0
2025-09-18T02:21:09.376118,4855.11,86.16,99.27,210.86,207.96,4464.72,954.08,79.43,15.98,1.7,0,817.98,937.65,186.59,1501.79,2.82,0.17,145702.45,48.33,94.67,128854.24,23.22,251.06,80.88,322.59,32.54,590.25,1070.53,1,1,0,1
2025-09-18T02:22:09.376118,3520.88,83.41,103.64,227.1,217.23,4169.12,1393.45,89.1,10.87,1.94,0,792.93,944.32,182.8,1610.08,3.94,0.35,123213.38,41.03,91.49,123500.28,18.27,59.3,149.47,334.84,27.35,715.02,955.46,1,1,0,1
2025-09-18T02:23:09.376118,4482.38,90.84,108.47,245.73,177.97,4380.56,1030.36,81.67,11.89,2.45,1,781.67,947.78,185.87,1398.14,2.57,0.15,142401.66,33.64,91.63,139251.13,21.58,55.34,122.28,373.07,26.26,725.83,827.44,0,0,0,1
2025-09-18T02:24:09.376118,4661.55,89.72,107.88,199.41,248.4,4975.05,1224.13,86.98,10.88,4.47,0,702.23,929.0,173.79,1323.77,2.52,0.12,137085.9,35.78,92.46,134287.38,22.67,178.31,34.18,451.15,34.45,517.35,1113.29,1,1,0,0
2025-09-18T02:25:09.376118,4997.88,91.18,102.79,187.56,221.24,3887.12,1439.56,79.83,11.19,1.5,1,757.14,909.74,179.49,1505.55,3.29,0.42,105720.7,39.64,93.78,136540.06,23.19,157.52,135.45,424.14,33.27,659.49,1091.85,1,1,1,1
2025-09-18T02:26:09.376118,4061.45,73.82,117.69,184.7,233.18,3186.46,957.94,86.08,16.49,3.23,1,800.5,891.08,237.36,1941.13,3.27,0.47,102572.3,28.63,88.12,123108.02,21.04,88.68,82.68,554.18,28.5,722.51,845.95,1,0,1,0
2025-09-18T02:27:09.376118,4413.49,86.45,110.8,182.03,177.33,4524.82,1452.92,80.27,11.45,1.57,1,710.44,924.1,247.18,1091.76,3.59,0.25,122682.29,24.72,88.12,129731.49,23.65,199.06,134.83,346.67,32.54,519.9,832.63,1,1,1,1
2025-09-18T02:28:09.376118,4121.28,75.39,105.37,204.16,161.09,4356.44,1255.88,82.9,12.47,1.88,0,701.15,880.14,171.12,1137.23,2.77,0.23,100386.5,42.41,86.76,131406.22,22.22,175.07,128.34,541.86,25.72,844.71,816.92,0,1,0,1
2025-09-18T02:29:09.376118,4363.64,84.33,111.28,209.24,161.52,3041.71,1094.86,87.02,14.95,4.33,1,713.22,934.45,174.33,1588.87,3.57,0.26,115513.73,30.19,88.33,125043.98,21.06,78.51,86.29,571.78,28.49,790.95,1127.58,0,0,0,0
2025-09-18T02:30:09.376118,3883.95,74.34,94.59,233.14,157.54,4902.58,1276.77,81.96,14.51,3.32,1,829.64,912.72,165.1,1068.29,3.33,0.22,113733.68,21.69,90.07,129312.24,20.71,64.22,128.12,323.02,33.64,842.12,1046.0,1,1,0,1
2025-09-18T02:31:09.376118,4863.57,84.29,95.65,222.35,200.14,4915.44,1170.31,87.16,16.7,4.93,0,775.68,867.26,174.77,1437.76,3.32,0.31,107937.31,31.19,87.83,132263.08,20.03,199.47,122.6,494.19,25.66,537.8,1071.35,1,1,0,1
2025-09-18T02:32:09.376118,3622.25,86.59,117.5,201.72,215.61,4324.27,977.37,85.63,10.68,3.24,1,821.98,917.01,232.9,1738.77,4.06,0.31,132301.24,32.7,88.62,130877.93,19.08,103.55,143.2,445.88,27.27,555.03,830.87,0,0,1,0
2025-09-18T02:33:09.376118,4395.87,73.86,95.43,228.5,212.47,4805.31,1332.71,75.66,12.91,3.88,1,791.59,925.24,228.38,1234.0,2.72,0.49,139218.51,47.12,86.94,140349.2,21.42,160.15,120.03,533.44,30.03,667.46,864.82,0,0,1,0
2025-09-18T02:34:09.376118,4461.77,91.85,106.64,187.18,234.59,4702.33,1071.04,86.45,12.18,4.62,0,824.66,859.17,241.05,1816.7,4.65,0.47,120744.85,31.89,88.74,131584.98,18.49,106.13,61.43,329.72,32.15,634.12,858.42,0,1,1,0
2025-09-18T02:35:09.376118,4638.26,81.73,108.46,243.41,151.9,3431.31,989.71,89.1,14.87,2.69,1,735.65,862.18,173.84,1638.95,3.87,0.13,141834.39,34.99,90.36,138958.65,21.45,229.64,57.87,300.47,28.53,728.27,874.93,0,1,0,0
2025-09-18T02:36:09.376118,4085.68,81.75,109.07,248.67,175.37,3032.48,1373.11,80.17,15.86,3.51,1,720.01,885.23,183.85,1642.8,4.49,0.37,149040.96,34.36,86.82,124045.58,22.3,285.9,24.81,360.48,32.91,854.32,926.24,1,1,1,1
2025-09-18T02:37:09.376118,3554.93,86.17,98.58,240.35,154.78,4311.46,1063.93,86.99,13.5,2.6,1,834.2,888.66,247.37,1496.2,3.49,0.47,125963.79,44.03,92.27,122367.81,21.61,255.59,90.91,396.36,25.8,764.37,922.6,1,0,1,1
2025-09-18T02:38:09.376118,4170.69,88.17,117.35,223.04,193.49,4278.94,1374.89,75.86,15.37,2.62,0,842.92,864.28,210.76,1781.31,2.1,0.13,138925.77,30.99,88.83,137017.34,21.63,219.77,143.35,411.6,32.63,729.57,1011.78,1,1,1,0
2025-09-18T02:39:09.376118,4940.78,70.65,95.58,216.24,241.35,3235.52,1364.98,85.56,11.72,3.45,1,730.03,863.57,157.41,1172.66,4.14,0.5,140525.66,49.03,94.87,140035.19,22.26,187.5,57.75,389.99,26.58,783.83,1080.09,0,1,0,0
2025-09-18T02:40:09.376118,4977.7,89.8,97.1,214.58,186.09,4144.55,1180.44,89.75,11.04,4.54,0,746.39,949.96,221.89,1525.7,4.31,0.43,103687.54,49.17,91.42,133499.23,22.08,136.13,134.13,534.08,31.4,572.79,1186.51,1,0,0,0
2025-09-18T02:41:09.376118,3956.19,74.05,118.04,195.78,244.75,4037.8,1070.43,76.18,11.57,4.83,1,718.78,880.28,203.35,1502.57,2.51,0.48,107709.71,39.76,92.21,138154.17,23.06,190.9,127.28,308.51,25.45,756.58,1030.71,0,1,0,1
2025-09-18T02:42:09.376118,4833.5,83.64,109.26,201.15,174.49,4614.7,1143.66,81.8,15.51,1.63,1,772.64,870.4,210.67,1312.58,4.16,0.39,143038.87,49.26,86.31,131116.21,21.37,129.78,80.64,380.24,27.48,538.72,916.08,1,1,0,0
2025-09-18T02:43:09.376118,4720.22,93.34,111.63,193.29,165.93,4991.94,1180.09,88.19,13.98,1.36,1,775.82,946.67,171.51,1352.9,2.15,0.3,144116.97,39.63,89.71,136100.72,23.08,157.73,134.72,518.25,32.64,646.37,960.23,0,1,1,0
2025-09-18T02:44:09.376118,4079.52,81.26,106.5,237.77,212.32,4222.09,977.2,76.45,12.99,4.95,1,813.24,869.91,200.91,1500.08,2.14,0.15,116652.04,34.21,89.57,138187.82,21.09,131.99,99.7,348.75,34.91,795.73,919.69,1,1,1,1
2025-09-18T02:45:09.376118,4723.62,79.21,110.21,248.59,208.37,4593.51,1335.19,85.32,10.21,2.9,0,808.21,908.35,167.05,1629.03,3.86,0.44,107388.79,40.42,85.32,148446.16,18.66,54.73,60.78,345.43,31.91,664.15,1109.99,1,0,0,0
2025-09-18T02:46:09.376118,4341.33,94.95,104.35,206.38,245.67,3919.33,1219.88,83.19,15.41,4.47,1,791.51,869.23,174.65,1558.09,2.67,0.49,114880.73,28.67,87.07,141149.65,19.9,137.2,141.38,538.62,27.73,548.75,1070.65,1,1,1,0
2025-09-18T02:47:09.376118,3935.68,77.19,111.42,204.25,194.24,3512.89,1187.45,78.03,14.31,4.73,1,720.59,911.57,208.68,1242.46,4.01,0.31,131897.23,21.57,89.13,141520.74,18.6,242.69,20.67,465.11,34.29,662.76,1174.01,1,1,0,1
2025-09-18T02:48:09.376118,3981.75,86.15,117.24,186.26,207.41,4070.3,1333.87,89.05,17.31,1.7,0,840.09,853.63,233.62,1787.96,2.56,0.4,143614.53,28.68,85.37,128951.77,21.62,282.11,63.56,436.3,31.41,709.73,1155.7,0,1,1,0
2025-09-18T02:49:09.376118,4713.22,78.27,111.93,225.38,221.86,3028.17,1102.27,79.43,15.4,1.77,1,824.05,901.53,158.67,1669.26,2.55,0.16,116180.08,27.44,87.61,127065.64,22.52,288.51,59.25,516.86,25.11,761.47,1077.11,0,0,1,1
2025-09-18T02:50:09.376118,3739.58,87.15,117.69,242.15,226.98,4380.58,1283.23,89.11,12.94,1.88,0,771.73,895.5,248.88,1373.62,4.11,0.47,137867.53,44.06,93.26,142855.79,22.08,198.95,122.36,457.65,30.28,644.71,1166.9,0,0,0,0
2025-09-18T02:51:09.376118,3746.81,91.36,103.26,227.62,221.69,3977.66,1439.33,81.68,10.45,1.53,1,768.52,855.77,196.24,1806.92,4.17,0.26,140822.66,42.37,90.78,121358.69,20.07,65.94,149.24,580.37,25.69,873.51,812.69,1,0,0,1
