timestamp,kiln_speed_rpm,kiln_main_drive_power_kw,kiln_inlet_temp_c,kiln_outlet_temp_c,kiln_shell_temp_c,kiln_coating_thickness_mm,kiln_refractory_status,burner_flame_temp_c,primary_air_flow_nm3_hr,secondary_air_flow_nm3_hr,coal_feed_rate_tph,oil_injection_lph,kiln_exit_o2_pct,kiln_exit_co_ppm,kiln_exit_no_x_ppm,kiln_exit_so2_ppm,cooler_inlet_temp_c,cooler_outlet_temp_c,cooler_air_flow_nm3_hr,cooler_fan_power_kw,clinker_discharge_rate_tph,cooler_efficiency_pct,specific_heat_consumption_kcal_kg,kiln_specific_power_kwht,high_co_alarm,flame_instability_alarm,kiln_vibration_alarm,cooler_fan_failure_alarm,kiln_feed_tph,kiln_main_burner_fuel_kgph,kiln_secondary_air_temp_c,kiln_exit_gas_temp_c,kiln_O2_pct,clinker_quality_lsf,clinker_quality_silica_modulus,clinker_free_lime_pct,cooler_pressure_drop_pa,kiln_NOx_ppm,kiln_CO_ppm,cooler_exit_temp_c
2025-09-18T02:02:09.376118,3.32,607.15,1010.67,1382.22,316.27,23.51,Critical,1894.64,19505.9,37960.25,13.02,4.24,2.03,289.88,700.56,172.76,1425.11,106.91,74492.81,559.74,101.22,87.45,771.27,37.75,0,1,1,0,171.83,691.99,879.93,314.76,2.38,98.93,2.86,1.83,1778.42,365.65,251.03,107.84
2025-09-18T02:03:09.376118,3.7,561.48,1041.75,1362.14,270.0,19.29,Critical,1997.58,17977.26,39500.4,17.35,30.63,2.44,251.43,849.17,132.18,1439.72,109.75,79493.49,577.76,112.36,91.38,814.87,32.82,0,1,1,0,171.35,617.25,867.17,389.3,1.16,91.51,2.38,0.73,1213.95,424.46,132.72,98.64
2025-09-18T02:04:09.376118,3.09,616.58,988.95,1426.98,391.91,10.39,Critical,1876.08,15029.48,33517.59,16.52,42.67,2.91,225.71,824.25,131.92,1410.33,88.82,74388.43,630.75,101.45,88.36,801.87,31.06,0,1,0,0,190.69,795.95,932.6,308.39,1.86,98.67,2.18,0.89,1327.35,436.41,134.38,115.19
2025-09-18T02:05:09.376118,3.42,640.24,992.16,1433.49,320.55,24.98,Good,1999.98,16749.8,36501.44,16.69,32.59,2.51,384.88,659.81,53.06,1365.24,85.05,83389.18,669.19,110.9,91.99,815.03,27.52,0,0,1,0,157.87,964.44,915.16,390.8,1.75,99.41,2.2,1.39,1830.57,372.85,224.3,92.06
2025-09-18T02:06:09.376118,4.03,611.11,1029.62,1406.59,256.16,20.65,Critical,1874.11,17529.8,33412.31,17.1,41.12,1.21,388.24,790.68,174.31,1420.73,97.42,84675.91,789.64,113.5,93.08,780.73,32.25,1,1,1,0,183.07,543.33,976.33,324.39,1.93,96.1,2.38,0.54,1850.95,354.55,103.03,111.91
2025-09-18T02:07:09.376118,3.51,626.06,1020.12,1377.63,251.52,28.96,Good,1848.27,17032.14,35551.76,13.44,23.8,2.42,234.45,605.17,94.14,1390.44,89.73,83279.2,610.71,127.67,88.44,849.49,33.26,1,1,1,1,125.14,560.33,838.52,311.96,2.07,97.62,2.19,0.82,1484.2,517.38,294.15,100.99
2025-09-18T02:08:09.376118,3.42,470.11,969.41,1372.75,276.92,10.28,Critical,1825.32,15227.58,30545.26,13.75,47.2,2.28,325.84,630.78,51.84,1378.43,99.15,76814.12,789.65,112.62,93.62,717.11,25.98,1,0,0,0,114.92,781.42,860.77,399.39,1.24,97.64,2.61,1.69,1225.69,456.77,162.63,97.71
2025-09-18T02:09:09.376118,4.29,648.01,980.54,1412.1,341.44,24.8,Good,1925.1,16323.23,30811.87,13.44,27.6,1.31,222.56,806.81,120.49,1353.26,91.52,75654.37,757.88,103.56,87.33,739.68,36.87,0,1,0,0,164.76,954.21,965.33,307.14,1.33,93.08,2.75,1.35,1288.61,337.31,222.17,107.99
2025-09-18T02:10:09.376118,4.41,550.09,999.38,1358.04,255.98,18.64,Worn,1920.74,15129.32,32289.24,16.05,43.03,2.17,106.22,829.43,173.21,1407.62,110.52,73503.81,655.69,122.11,87.78,849.54,31.54,1,0,1,1,140.83,660.53,820.92,316.08,1.82,94.95,2.66,1.1,1760.5,311.01,72.01,90.1
2025-09-18T02:11:09.376118,3.17,604.51,1036.49,1432.49,250.17,27.39,Worn,1882.65,15937.91,33617.79,16.54,31.27,2.52,161.07,764.77,189.15,1393.81,107.93,72428.52,791.94,130.44,87.39,723.76,33.26,1,0,0,0,146.14,558.73,966.43,349.84,2.43,95.09,2.27,1.75,1980.24,373.12,187.82,95.34
2025-09-18T02:12:09.376118,4.38,551.65,1037.93,1436.4,291.44,25.8,Worn,1867.98,18938.59,32671.73,12.02,36.3,2.67,273.98,797.98,179.79,1394.65,99.37,76648.8,728.86,118.86,94.33,830.44,39.71,0,1,0,1,104.36,872.35,941.05,381.14,1.77,96.64,2.82,1.97,1495.33,311.11,175.57,103.61
2025-09-18T02:13:09.376118,4.3,624.84,994.03,1402.6,318.54,24.45,Worn,1974.19,19849.78,30748.28,16.69,13.25,2.25,219.24,624.09,99.28,1417.44,101.34,89082.79,688.04,144.37,89.88,781.15,34.26,0,1,0,0,143.4,549.22,926.75,387.26,1.89,96.94,2.9,0.57,1796.14,388.01,143.71,85.82
2025-09-18T02:14:09.376118,3.8,563.19,1029.25,1367.0,261.85,27.42,Critical,1936.63,17488.34,35831.57,13.39,31.9,1.92,300.05,869.67,119.79,1378.76,101.86,71477.24,783.57,149.38,87.99,844.3,35.35,1,1,0,1,185.33,553.33,876.27,335.9,1.59,96.99,2.02,1.75,1395.81,302.43,266.27,111.13
2025-09-18T02:15:09.376118,4.46,632.12,1024.52,1433.28,385.44,25.51,Good,1921.41,16761.6,36366.18,15.73,33.89,2.44,297.75,851.5,144.24,1440.34,105.85,76178.66,632.25,128.98,92.32,713.52,29.43,1,0,0,0,178.65,938.23,873.17,350.18,1.55,91.65,2.91,1.92,1967.38,388.54,267.6,112.17
2025-09-18T02:16:09.376118,3.7,465.06,1025.42,1372.56,351.45,23.49,Worn,1993.45,19022.94,33657.75,16.74,0.7,2.07,236.44,801.85,150.85,1408.46,112.9,88805.84,532.5,111.69,85.25,832.64,33.42,0,0,1,1,164.92,558.34,809.07,303.72,2.99,91.16,2.23,1.31,1388.65,411.3,287.35,107.86
2025-09-18T02:17:09.376118,3.81,567.47,1022.66,1438.54,348.24,26.67,Critical,1881.62,19757.61,30327.16,14.22,22.17,2.9,356.64,629.81,152.85,1404.45,119.11,77173.48,619.44,109.49,86.22,827.2,31.82,0,0,0,1,124.36,562.96,912.92,306.86,2.53,92.07,2.22,1.8,1328.56,344.27,275.13,80.11
2025-09-18T02:18:09.376118,4.29,478.94,963.0,1375.07,276.17,23.22,Good,1826.36,16791.21,37884.32,15.53,0.79,1.53,138.03,726.29,67.05,1356.36,97.93,77240.78,678.1,122.6,87.22,792.27,35.91,1,1,0,0,199.86,923.65,885.25,310.8,2.42,94.44,2.9,0.98,1148.33,337.86,206.08,103.41
2025-09-18T02:19:09.376118,4.07,526.18,1009.74,1379.49,325.83,18.6,Critical,1822.88,18273.56,38777.06,15.31,43.27,1.86,366.43,724.14,174.11,1389.87,109.18,76250.97,593.76,112.74,94.54,803.02,32.11,0,0,0,1,109.66,869.4,962.35,355.64,2.17,95.62,2.33,0.68,1353.6,499.6,237.57,114.72
2025-09-18T02:20:09.376118,4.08,643.68,1010.04,1385.16,336.69,14.25,Critical,1896.44,19236.37,33501.14,15.34,5.74,1.56,167.85,728.73,134.14,1426.74,104.87,83499.53,667.02,130.45,91.58,804.02,25.43,1,1,1,1,100.61,934.93,913.26,340.08,1.28,96.33,2.03,1.62,1215.13,425.95,135.22,94.8
2025-09-18T02:21:09.376118,4.08,605.37,1006.76,1358.5,257.89,13.15,Critical,1809.95,15407.91,34431.13,14.54,30.35,1.83,164.67,753.7,101.78,1361.09,107.13,81862.69,658.08,115.42,87.21,847.67,25.82,0,1,0,0,176.42,644.72,824.0,349.74,1.86,91.29,2.53,0.85,1558.72,500.41,138.54,95.88
2025-09-18T02:22:09.376118,4.11,537.24,995.98,1357.79,296.96,18.59,Worn,1941.9,17088.47,31151.73,12.13,16.24,2.6,285.44,849.61,187.97,1358.81,113.78,74866.33,676.66,126.2,88.96,746.54,30.09,1,0,0,0,153.06,596.95,955.25,335.11,2.92,96.45,2.15,0.65,1255.97,352.05,88.22,110.37
2025-09-18T02:23:09.376118,3.11,640.26,1012.79,1396.4,334.56,21.59,Critical,1984.83,17822.46,36352.98,15.75,43.21,2.25,145.29,620.49,116.33,1380.28,90.99,71123.44,652.2,115.52,89.52,708.53,37.48,0,0,1,1,158.03,977.12,947.78,304.1,2.82,95.72,2.19,1.41,1501.37,587.32,162.63,112.44
2025-09-18T02:24:09.376118,4.26,646.48,958.43,1414.61,255.87,24.15,Worn,1904.81,18049.03,33638.98,17.51,19.37,2.55,303.67,615.71,144.63,1383.46,93.19,81159.26,615.97,112.6,93.52,844.66,34.04,0,1,0,0,191.67,655.12,931.21,366.21,1.26,97.09,2.08,1.34,1643.49,398.54,81.95,108.11
2025-09-18T02:25:09.376118,4.42,649.43,1041.24,1359.35,350.57,20.17,Good,1872.52,15901.31,32141.93,17.69,24.31,1.45,141.27,623.15,176.66,1360.11,110.83,86702.4,765.1,101.89,88.37,814.95,26.97,1,0,0,0,183.13,885.55,961.81,316.55,1.88,94.11,2.68,0.86,1444.2,385.48,237.13,97.96
2025-09-18T02:26:09.376118,3.8,511.89,1030.86,1396.9,375.27,17.36,Critical,1996.89,17308.4,32817.72,14.29,26.37,2.93,345.07,840.38,70.76,1375.0,105.65,87482.34,666.36,105.13,93.46,827.67,29.28,0,1,1,0,183.1,545.86,982.1,381.67,2.77,99.3,2.41,1.09,1373.96,415.85,70.4,88.98
2025-09-18T02:27:09.376118,3.48,469.82,1021.47,1383.53,271.91,10.77,Worn,1939.21,15693.96,37055.36,14.69,0.26,1.16,176.78,850.49,132.32,1422.72,101.11,72223.74,586.43,115.06,85.48,762.97,36.91,1,0,0,1,159.67,508.22,903.08,324.19,1.29,94.29,2.61,0.86,1416.57,499.31,71.4,118.99
2025-09-18T02:28:09.376118,3.1,555.21,1000.73,1448.83,333.12,17.81,Worn,1808.71,16934.41,33733.02,16.48,17.85,1.14,172.34,797.13,65.55,1408.19,110.27,72668.19,605.69,116.93,91.43,824.56,35.27,1,0,0,0,171.6,971.8,807.4,320.16,2.58,98.86,2.32,0.97,1398.22,544.62,168.35,81.46
2025-09-18T02:29:09.376118,3.97,507.22,1036.21,1354.78,348.36,15.46,Worn,1887.39,17000.11,34397.37,17.74,16.95,1.37,307.62,710.2,169.59,1376.67,83.3,78489.99,629.18,149.75,86.8,744.06,26.54,1,1,1,1,160.26,713.06,937.95,335.15,1.08,98.7,2.35,2.0,1274.56,594.01,286.98,83.0
2025-09-18T02:30:09.376118,3.96,522.66,1030.11,1417.94,392.92,12.86,Critical,1935.62,17190.86,31262.3,13.42,32.26,1.72,384.84,609.72,73.02,1394.99,94.84,78878.79,523.07,106.88,88.67,747.16,29.18,0,0,0,1,151.77,956.77,823.55,377.5,2.41,92.15,2.61,1.54,1998.63,360.05,83.93,82.96
2025-09-18T02:31:09.376118,3.26,592.67,1049.73,1431.05,395.13,29.73,Critical,1869.49,15324.7,35421.71,17.35,42.57,2.42,378.2,791.31,169.05,1400.88,84.85,74019.61,541.66,139.52,85.26,783.1,30.53,0,0,0,1,139.82,858.47,895.73,341.08,1.82,95.75,2.13,0.98,1074.17,439.75,179.34,85.13
2025-09-18T02:32:09.376118,4.24,560.26,1008.78,1426.78,269.35,20.06,Good,1966.28,17590.51,33041.25,12.97,46.74,1.45,384.24,755.67,92.61,1357.89,87.85,89127.03,582.34,131.25,91.14,714.01,34.61,0,0,1,0,182.52,514.19,809.09,364.15,2.15,96.51,2.77,1.12,1638.99,449.41,206.79,91.59
2025-09-18T02:33:09.376118,4.43,546.59,1030.47,1418.5,294.62,11.46,Good,1831.62,17078.11,34644.42,14.04,7.18,2.72,195.79,896.41,101.81,1389.87,110.43,80299.6,531.86,112.09,86.23,767.44,27.11,0,1,1,1,124.83,932.65,831.94,332.74,2.16,93.13,2.76,1.25,1514.72,449.63,127.14,80.93
2025-09-18T02:34:09.376118,4.42,551.09,1046.67,1371.51,302.93,11.01,Worn,1919.5,19214.25,36725.21,13.71,0.41,1.21,140.18,679.34,104.87,1390.33,81.81,71023.15,668.55,118.13,87.89,757.95,31.76,1,0,0,0,139.39,897.45,867.82,393.89,2.51,91.99,2.51,1.25,1045.3,341.11,133.26,98.95
2025-09-18T02:35:09.376118,3.69,571.25,1001.55,1382.8,341.96,13.25,Critical,1947.86,16496.17,33363.73,16.97,26.62,2.42,189.94,844.72,105.25,1417.38,119.2,81674.04,739.03,136.27,91.88,704.0,32.12,0,0,1,0,152.42,860.59,954.92,338.02,2.64,92.42,2.57,1.55,1190.78,432.31,154.7,96.52
2025-09-18T02:36:09.376118,3.31,550.36,1011.15,1397.16,377.26,24.55,Critical,1827.62,16036.71,33250.5,15.97,26.27,1.63,151.95,873.64,101.35,1385.43,110.88,84418.49,692.99,134.67,91.1,728.84,28.7,1,0,1,1,170.49,845.12,897.8,347.98,2.12,99.34,2.72,0.93,1573.48,462.96,273.94,95.78
2025-09-18T02:37:09.376118,3.52,604.61,964.65,1354.21,393.3,11.58,Worn,1931.19,18736.69,32139.87,16.97,13.56,2.12,181.49,632.77,161.13,1373.93,82.03,88103.68,567.7,111.64,86.0,749.54,32.09,0,0,0,1,165.29,940.32,895.14,365.05,2.51,92.87,2.29,0.59,1768.72,495.69,108.06,109.55
2025-09-18T02:38:09.376118,4.28,457.46,1042.15,1391.79,375.64,28.68,Good,1999.43,16984.97,34953.84,17.62,48.11,2.85,363.02,602.78,135.19,1360.73,119.32,75691.23,796.73,127.17,89.94,840.78,37.77,1,1,0,0,133.07,865.56,929.66,371.86,1.03,93.37,2.3,1.51,1193.16,483.29,209.68,96.22
2025-09-18T02:39:09.376118,3.64,515.59,990.08,1359.54,397.25,19.55,Good,1801.37,16917.87,34467.36,13.6,16.48,2.16,271.86,678.47,103.93,1373.63,106.71,79307.9,547.92,134.3,94.23,833.17,36.55,0,1,1,0,121.91,566.78,830.64,374.77,2.21,94.16,2.55,1.21,1537.52,499.23,104.6,89.9
2025-09-18T02:40:09.376118,4.13,624.63,958.19,1394.67,355.56,11.56,Critical,1822.44,19143.87,39028.88,13.21,26.83,1.33,356.35,732.55,152.04,1421.69,99.55,87977.79,633.64,102.78,86.32,762.31,33.46,1,1,0,1,125.45,501.51,843.58,307.3,1.85,97.0,2.54,0.59,1894.22,595.84,168.02,91.48
2025-09-18T02:41:09.376118,3.27,477.09,1014.15,1422.93,394.57,17.49,Worn,1889.71,19585.58,33774.96,12.48,48.21,2.75,139.9,858.09,67.79,1449.28,95.72,72546.94,793.62,141.74,92.56,846.77,31.95,1,1,0,0,146.06,577.56,837.7,387.52,2.53,90.32,2.66,1.42,1936.24,566.71,110.17,82.69
2025-09-18T02:42:09.376118,3.89,539.29,1017.2,1437.22,286.71,10.88,Worn,1846.87,16086.35,38637.3,12.34,25.19,1.58,344.74,819.46,97.84,1409.79,106.9,76413.3,590.53,107.16,91.6,733.16,29.51,0,0,1,1,104.69,672.21,928.66,338.12,2.05,96.96,2.41,0.95,1183.88,461.38,110.24,89.01
2025-09-18T02:43:09.376118,4.29,478.87,996.3,1355.76,311.9,18.33,Critical,1826.82,16214.29,32033.37,15.88,46.11,2.69,127.74,817.38,78.57,1376.85,106.95,82058.44,762.09,109.41,92.62,808.65,33.38,1,0,1,1,195.7,507.67,987.43,396.21,1.23,100.0,2.48,0.86,1604.4,361.35,278.78,102.08
2025-09-18T02:44:09.376118,4.16,526.13,1003.37,1385.93,289.23,20.26,Worn,1893.2,19014.08,37224.14,16.57,16.01,1.41,193.88,613.71,179.61,1424.13,80.65,81066.23,675.21,136.0,87.95,729.43,28.45,0,1,1,1,176.34,744.31,944.71,373.96,1.92,97.33,2.35,0.71,1546.55,355.21,272.34,119.61
2025-09-18T02:45:09.376118,4.44,554.79,1033.91,1357.43,372.7,10.97,Good,1882.48,19212.72,32314.33,16.24,0.46,2.01,211.96,785.35,150.01,1411.65,99.33,79757.09,501.98,127.58,85.12,779.41,29.12,1,0,1,0,110.7,548.16,829.78,319.19,2.05,98.15,2.27,1.1,1373.05,421.81,191.25,119.61
2025-09-18T02:46:09.376118,3.34,586.81,1034.79,1415.37,378.73,25.19,Good,1881.06,16885.85,34760.05,15.82,35.14,1.17,353.6,793.47,99.69,1447.73,118.95,87895.82,775.75,111.49,94.01,803.84,33.5,1,0,0,1,189.93,781.75,806.58,392.88,1.63,99.61,2.59,1.63,1712.71,419.49,69.23,86.5
2025-09-18T02:47:09.376118,3.36,616.93,988.92,1439.65,299.76,25.11,Good,1958.1,18446.55,30784.28,16.47,17.29,1.2,169.64,622.81,140.78,1411.39,103.82,89378.41,597.91,131.71,92.84,767.58,28.42,1,1,0,1,108.57,809.31,959.61,371.31,1.16,91.54,2.71,1.45,1739.66,395.0,76.64,80.21
2025-09-18T02:48:09.376118,3.46,521.98,976.98,1363.25,278.11,18.98,Critical,1902.49,15516.46,30896.19,15.33,29.85,2.57,359.12,603.7,112.07,1427.92,108.99,81190.73,797.82,112.14,90.21,802.8,27.54,1,1,1,1,114.59,583.6,855.19,329.98,2.57,93.61,2.94,1.58,1495.8,485.0,164.47,85.42
2025-09-18T02:49:09.376118,3.01,529.14,1034.16,1387.99,379.33,18.8,Worn,1963.1,19297.54,39742.25,12.82,16.03,2.89,160.26,694.25,194.69,1446.87,91.66,83899.16,647.3,128.79,87.42,756.41,37.25,1,1,0,0,159.22,772.81,936.34,355.01,2.91,94.62,2.71,1.16,1291.33,507.85,254.74,111.83
2025-09-18T02:50:09.376118,3.61,549.86,1013.33,1374.2,348.8,24.3,Worn,1814.79,19953.5,34792.35,14.4,25.33,2.84,307.51,763.09,168.61,1385.95,115.82,80738.12,691.45,104.25,92.69,798.64,30.33,0,1,1,1,110.59,549.3,844.4,374.69,2.12,96.88,2.22,1.06,1463.06,503.87,222.61,86.03
2025-09-18T02:51:09.376118,4.5,546.55,979.54,1442.05,262.88,26.63,Critical,1828.34,16559.45,34553.33,13.24,24.15,1.95,231.45,809.03,97.84,1380.03,112.41,72301.71,754.75,132.4,91.77,724.65,39.76,0,0,0,1,155.98,979.23,846.37,340.5,1.37,96.4,2.43,0.54,1614.11,359.2,198.05,95.55
