timestamp,mill_motor_power_kw,mill_outlet_temp_c,mill_feed_rate_tph,mill_vibration_mm_s,separator_speed_rpm,separator_efficiency_pct,separator_motor_status,gypsum_feed_rate_tph,flyash_feed_rate_tph,slag_feed_rate_tph,additive_blending_ratio,fineness_blaine_cm2_g,residue_45_micron_pct,cement_temp_c,specific_power_consumption_kwh_t,mill_high_vibration_alarm,separator_blockage_alarm,mill_overload_alarm,separator_efficiency_drop_alarm,clinker_feed_tph,additive_feed_tph,cement_mill_power_kw,cement_mill_outlet_temp_c,cement_strength_3d_mpa,cement_strength_28d_mpa,cement_mill_vibration_mm
2025-09-18T21:49:09.820841,3600.8,104.04,153.87,1.39,1048.51,76.43,0,13.25,10.14,6.02,0.18,3643.51,9.2,80.84,23.66,1,1,1,0,121.51,16.03,356.13,106.27,25.09,49.16,2.6
2025-09-18T21:49:09.820856,3551.73,118.64,130.45,1.4,986.63,86.14,1,7.08,6.85,13.78,0.19,3121.11,7.07,90.58,25.25,0,1,0,1,131.87,10.41,466.75,94.08,24.89,48.86,2.16
2025-09-18T21:49:09.820872,2755.33,106.1,130.61,1.34,941.23,73.23,0,10.74,7.32,10.23,0.13,3146.76,6.57,99.21,22.43,0,0,0,0,147.19,13.73,453.95,109.81,26.49,41.17,1.32
2025-09-18T21:49:09.820887,3435.07,110.88,159.35,1.96,1090.77,78.49,1,5.87,7.9,13.25,0.35,3696.38,6.33,95.81,27.42,0,0,1,0,140.41,18.48,322.64,97.94,22.73,45.22,1.02
2025-09-18T21:49:09.820901,2862.11,100.18,135.2,2.34,1007.3,73.53,1,9.71,10.62,14.61,0.44,3327.51,5.77,94.04,24.36,0,0,0,1,131.82,17.15,388.98,101.33,20.67,48.73,2.15
2025-09-18T21:49:09.820916,2839.48,107.09,121.62,2.16,964.62,86.51,1,5.54,5.89,11.2,0.37,3800.55,7.79,83.22,26.46,0,1,1,1,102.38,10.61,393.54,101.86,29.41,46.82,1.24
2025-09-18T21:49:09.820931,3324.46,118.14,176.56,1.43,946.78,77.93,1,7.98,12.96,9.78,0.4,3857.16,8.44,90.01,21.23,1,0,0,0,101.08,16.27,471.0,95.55,28.37,44.31,1.94
2025-09-18T21:49:09.820946,3208.63,115.94,179.58,2.98,959.02,85.03,1,14.21,7.97,12.72,0.47,3763.33,7.55,99.57,21.1,0,0,1,1,137.83,10.48,479.37,103.37,26.28,47.97,2.94
2025-09-18T21:49:09.820961,2733.44,114.08,132.9,2.6,935.08,72.98,0,13.65,5.5,6.79,0.24,3254.0,8.31,82.91,22.39,0,0,1,1,101.97,19.26,405.22,97.31,25.64,45.6,2.69
2025-09-18T21:49:09.820976,2742.43,104.38,135.84,1.17,1047.78,70.34,0,8.39,14.12,7.11,0.35,3485.87,5.06,98.53,28.35,1,1,1,0,135.14,10.99,458.52,101.44,25.65,41.46,1.6
2025-09-18T21:49:09.820992,3837.93,110.18,122.95,1.14,943.37,82.54,1,9.08,11.75,7.65,0.31,3295.54,8.42,91.12,27.24,0,0,1,0,141.88,11.59,376.73,101.13,27.82,48.8,1.22
2025-09-18T21:49:09.821006,3380.61,98.51,156.29,1.29,1048.1,83.34,0,12.14,14.89,7.14,0.36,3379.78,6.04,90.4,29.99,0,1,1,1,120.33,19.56,474.97,101.18,26.74,49.2,1.06
2025-09-18T21:49:09.821022,3070.67,109.71,167.0,1.45,1089.32,84.06,0,9.93,10.67,13.39,0.36,3895.64,5.82,91.83,23.49,0,1,1,1,125.08,10.88,330.16,100.53,23.68,49.17,2.55
2025-09-18T21:49:09.821036,2923.53,98.04,130.41,1.04,910.84,77.65,1,13.91,9.8,10.34,0.5,3274.83,9.66,84.63,20.28,0,1,0,0,124.09,13.15,396.49,101.71,24.55,43.27,1.81
2025-09-18T21:49:09.821051,3103.12,111.13,130.33,2.13,952.19,84.04,1,7.4,11.39,12.53,0.37,3573.77,7.76,90.88,25.8,0,1,1,0,103.99,18.58,480.13,105.9,25.11,44.61,2.34
2025-09-18T21:49:09.821066,3376.37,102.14,148.79,3.0,998.38,72.83,0,8.53,10.66,12.96,0.46,3483.5,8.43,87.04,25.69,1,0,1,0,102.45,18.05,356.5,99.17,29.85,43.65,2.12
2025-09-18T21:49:09.821080,3768.94,106.5,163.62,1.11,1057.95,80.5,0,6.83,6.06,11.98,0.21,3862.45,9.98,94.5,27.96,1,1,0,0,142.96,10.5,422.39,104.95,21.41,42.45,2.13
2025-09-18T21:49:09.821095,2933.03,118.69,178.47,1.25,985.75,85.15,0,6.75,8.63,7.38,0.18,3798.8,5.47,82.16,27.29,1,1,1,0,142.95,10.58,472.36,105.59,24.29,50.0,2.29
2025-09-18T21:49:09.821110,2605.81,113.7,161.67,2.78,1036.44,85.32,0,8.14,5.31,6.31,0.26,3606.17,8.63,89.34,20.56,1,0,1,1,119.85,12.26,315.98,104.1,21.7,49.42,2.91
2025-09-18T21:49:09.821124,2881.85,117.52,131.81,1.31,929.09,86.43,1,7.24,6.17,10.12,0.39,3211.13,5.55,91.2,22.76,0,1,0,0,131.88,14.73,461.46,98.33,20.64,47.3,2.19
2025-09-18T21:49:09.821139,3726.97,113.56,154.0,2.9,1069.6,82.05,1,7.11,12.83,8.51,0.48,3866.31,8.08,81.85,26.58,1,0,0,0,142.02,16.27,453.25,90.81,28.07,41.43,1.6
2025-09-18T21:49:09.821154,3517.62,110.72,161.22,1.78,1034.59,88.23,0,9.42,10.25,12.56,0.18,3140.03,8.71,96.07,26.08,1,0,0,1,109.81,15.75,360.96,102.48,28.23,47.92,2.03
2025-09-18T21:49:09.821169,2520.33,97.93,165.85,1.11,1091.96,80.78,1,7.14,11.56,10.48,0.47,3977.96,8.6,85.01,22.69,1,1,0,0,116.11,17.2,461.84,92.0,22.23,44.98,1.89
2025-09-18T21:49:09.821184,3022.24,112.96,163.25,2.53,952.51,71.23,1,7.35,11.71,11.19,0.24,3150.98,7.1,83.21,25.71,0,1,1,0,102.48,16.53,386.93,103.41,23.75,47.03,1.17
2025-09-18T21:49:09.821199,2608.8,115.04,172.04,1.34,958.48,75.3,1,10.64,11.05,8.73,0.14,3126.0,8.45,83.68,24.9,1,1,0,1,136.9,16.66,464.66,94.41,20.92,41.99,1.9
2025-09-18T21:49:09.821214,3434.64,95.61,161.76,2.07,914.68,76.3,0,13.81,9.78,14.21,0.26,3129.44,5.44,84.24,24.44,0,1,0,1,138.53,16.64,315.99,96.37,26.5,40.9,2.01
2025-09-18T21:49:09.821228,3856.6,103.68,126.87,2.25,1090.7,81.88,1,12.86,6.83,9.19,0.42,3413.11,9.55,95.87,26.61,1,0,0,0,141.39,12.48,469.78,108.69,26.58,49.38,1.25
2025-09-18T21:49:09.821243,2712.21,96.76,161.44,2.33,986.2,77.46,0,10.86,10.59,8.53,0.27,3961.1,6.05,92.67,29.58,1,1,1,1,134.07,16.45,366.16,91.21,28.12,42.69,1.42
2025-09-18T21:49:09.821258,3735.74,119.76,142.86,1.55,926.0,70.88,1,8.64,10.4,6.65,0.36,3828.82,6.77,83.33,24.39,1,1,0,1,136.51,19.04,473.11,93.07,29.3,48.17,2.63
2025-09-18T21:49:09.821273,3790.58,118.49,146.14,2.04,1093.59,86.77,0,11.9,9.78,13.35,0.47,3402.42,6.54,98.85,26.19,1,1,0,1,102.25,13.01,416.15,95.76,27.61,48.12,1.79
2025-09-18T21:49:09.821288,3263.97,109.09,156.89,1.97,1046.62,89.64,1,8.01,9.68,6.01,0.32,3221.94,9.22,87.69,22.53,0,0,1,0,128.79,19.4,377.26,108.64,29.07,50.0,2.58
2025-09-18T21:49:09.821303,3248.01,115.81,154.17,2.18,975.0,89.45,0,13.37,6.52,10.38,0.48,3134.03,9.32,84.3,28.94,0,1,0,0,147.44,12.38,437.71,108.52,27.23,41.51,1.83
2025-09-18T21:49:09.821317,2782.08,96.43,155.12,1.35,930.68,82.91,0,7.47,14.66,11.8,0.28,3523.02,5.81,83.24,24.87,1,0,0,0,122.68,17.41,387.52,94.08,28.12,44.33,2.67
2025-09-18T21:49:09.821332,2850.68,103.86,141.66,2.74,1036.07,70.06,0,7.25,13.8,11.72,0.3,3850.34,6.54,80.49,28.29,1,1,1,0,121.22,11.64,469.95,109.76,23.24,44.49,2.31
2025-09-18T21:49:09.821346,3551.56,102.22,161.27,2.29,1008.29,82.08,0,5.37,6.44,6.39,0.42,3991.46,9.06,80.18,24.15,0,1,1,1,100.87,16.63,381.79,94.09,20.94,41.54,2.34
2025-09-18T21:49:09.821361,2771.68,96.72,138.2,2.98,1040.53,78.02,1,12.83,5.28,9.72,0.32,3224.48,5.06,99.45,23.43,1,0,1,1,137.84,19.77,407.48,108.39,23.3,45.33,1.59
2025-09-18T21:49:09.821377,2510.31,111.18,127.44,2.28,1095.46,72.1,0,6.45,13.83,13.68,0.2,3481.96,9.01,93.88,21.22,0,0,0,0,136.05,16.12,325.2,106.89,28.16,44.68,2.63
2025-09-18T21:49:09.821391,2955.91,101.94,128.27,1.25,1094.15,79.52,1,12.13,14.67,10.02,0.35,3284.58,9.6,96.75,24.47,1,1,1,0,135.64,12.05,470.55,98.37,22.58,43.37,2.19
2025-09-18T21:49:09.821406,3083.06,108.91,149.04,1.65,1018.83,88.31,1,8.93,12.68,8.04,0.17,3055.66,5.28,92.6,23.69,1,1,1,0,144.28,18.69,363.87,106.35,26.21,40.58,2.34
2025-09-18T21:49:09.821421,3082.95,103.41,158.29,2.7,948.72,88.6,1,7.77,5.66,12.33,0.33,3449.53,7.54,97.46,20.87,1,0,1,0,131.18,17.12,379.52,107.72,21.78,41.02,1.01
2025-09-18T21:49:09.821436,3356.02,101.43,143.45,2.98,1066.0,70.24,0,7.6,5.32,6.09,0.31,3965.57,5.67,98.73,24.58,0,1,1,1,142.53,14.13,480.23,99.28,28.48,43.94,1.1
2025-09-18T21:49:09.821451,2569.36,114.74,177.44,1.88,1040.4,87.4,0,12.33,6.0,14.37,0.35,3043.49,5.47,92.82,28.37,0,0,1,0,131.68,14.75,453.53,94.73,29.14,43.07,2.64
2025-09-18T21:49:09.821466,3932.55,111.26,145.9,2.6,957.83,87.76,1,13.0,14.09,8.41,0.38,3005.74,6.44,98.02,22.91,1,1,0,1,107.48,17.85,327.59,106.07,26.76,42.43,1.02
2025-09-18T21:49:09.821481,3386.74,103.21,158.36,2.26,916.19,83.59,0,8.42,14.29,10.73,0.4,3679.09,9.65,96.09,29.02,1,0,1,1,106.19,19.53,323.61,98.47,22.96,44.17,1.16
2025-09-18T21:49:09.821495,3515.42,113.78,149.34,2.0,1081.78,85.94,1,5.79,8.01,12.3,0.3,3310.78,6.99,90.82,23.54,0,0,0,0,117.03,10.16,466.65,96.91,26.77,49.72,1.39
2025-09-18T21:49:09.821510,3487.99,118.97,128.39,1.5,925.37,82.83,0,12.82,13.04,13.37,0.4,3219.14,8.46,89.76,23.35,0,0,0,1,115.08,10.78,494.15,97.19,24.44,48.51,1.47
2025-09-18T21:49:09.821525,2995.83,110.15,123.28,1.21,1019.35,72.94,1,8.6,10.88,10.22,0.19,3740.6,6.47,83.04,21.43,1,1,0,0,128.47,11.91,358.24,97.74,20.62,42.12,1.69
2025-09-18T21:49:09.821542,2537.66,106.86,177.35,2.25,997.54,78.54,0,8.3,11.14,11.39,0.24,3912.86,6.02,97.59,26.16,1,0,0,1,124.6,12.34,427.96,104.06,28.12,42.87,1.57
2025-09-18T21:49:09.821558,2592.06,112.77,179.18,1.71,972.71,87.46,1,5.04,13.92,6.09,0.28,3997.34,5.94,82.44,28.7,1,0,0,1,136.04,19.19,328.68,97.97,26.35,46.66,2.53
2025-09-18T21:49:09.821573,3971.05,107.31,138.31,1.77,924.84,80.31,1,5.49,12.96,11.36,0.14,3957.03,9.47,99.85,21.06,0,0,0,1,108.87,19.19,360.27,104.34,26.65,45.89,1.03
2025-09-18T21:49:09.821588,3055.86,96.79,141.64,1.36,1078.14,83.93,1,5.94,6.04,8.18,0.27,3124.71,8.65,85.4,21.01,1,1,0,0,100.43,17.7,301.58,106.49,29.19,43.23,1.46
2025-09-18T21:49:09.821603,2669.1,114.49,162.89,2.17,1008.18,80.41,1,8.09,9.41,14.13,0.3,3742.37,7.18,98.17,25.54,0,1,0,0,137.16,13.51,417.39,92.8,26.68,45.49,2.11
2025-09-18T21:49:09.821617,3515.66,106.03,142.59,2.44,1057.57,70.71,0,14.71,9.16,7.51,0.39,3288.42,8.41,86.51,24.89,0,1,1,1,144.01,11.32,441.93,98.36,23.34,43.98,1.76
2025-09-18T21:49:09.821646,2878.23,108.83,149.48,2.43,1058.49,88.03,0,10.5,9.55,13.53,0.12,3765.26,5.16,97.25,27.45,1,0,1,0,129.01,10.35,445.2,96.46,29.23,49.89,1.48
2025-09-18T21:49:09.821666,3577.46,115.02,130.29,1.93,987.45,80.28,0,6.26,6.52,8.11,0.3,3211.39,9.55,94.79,26.65,1,1,0,0,134.24,12.8,349.78,107.16,28.69,43.34,1.73
2025-09-18T21:49:09.821681,3790.84,103.0,167.07,1.02,996.72,72.56,0,10.76,14.64,13.38,0.21,3743.64,5.85,86.76,20.83,0,0,1,1,144.71,12.77,476.93,99.34,21.38,46.52,2.72
2025-09-18T21:49:09.821696,3445.84,102.79,179.17,2.11,976.57,79.35,0,9.36,5.85,13.74,0.35,3310.78,8.14,85.48,20.39,0,0,0,1,127.19,12.52,498.72,100.58,25.25,48.05,1.88
2025-09-18T21:49:09.821711,2672.3,101.98,158.99,2.0,1079.39,80.98,0,9.0,9.44,6.03,0.39,3125.8,6.13,83.16,23.58,1,0,1,0,132.97,11.49,373.19,107.72,28.23,46.03,1.9
2025-09-18T21:49:09.821726,3058.15,115.07,160.33,2.69,902.77,86.5,0,11.8,11.13,10.46,0.29,3732.27,9.19,95.31,24.41,1,0,1,0,113.24,18.43,367.35,90.07,21.91,42.78,2.11
2025-09-18T21:49:09.821740,3317.42,104.52,120.74,2.54,913.43,77.8,1,9.23,5.14,12.5,0.23,3280.99,8.21,94.47,28.38,1,1,1,1,132.34,13.27,323.52,99.8,25.61,43.75,1.44
2025-09-18T21:49:09.821756,3957.47,103.38,159.72,1.66,1047.91,77.2,0,5.16,11.59,11.0,0.36,3275.56,6.47,81.56,27.03,1,0,1,0,130.07,13.0,369.23,104.72,23.62,47.97,2.76
2025-09-18T21:49:09.821771,3281.23,107.17,173.49,2.64,929.88,75.34,0,14.5,11.79,12.1,0.34,3845.1,8.8,86.97,20.86,1,1,0,1,149.32,15.35,339.09,108.83,26.95,49.84,2.82
2025-09-18T21:49:09.821785,3228.74,114.05,151.45,1.3,1086.72,87.86,1,12.11,6.25,13.6,0.27,3847.35,7.22,99.81,28.43,0,0,0,0,100.8,13.94,316.5,95.73,24.45,41.54,2.26
2025-09-18T21:49:09.821800,3994.93,109.21,164.37,2.87,1025.39,81.6,0,6.35,12.28,11.31,0.2,3380.29,7.4,89.62,25.96,0,0,0,1,135.06,15.87,492.03,108.42,24.42,44.99,1.39
2025-09-18T21:49:09.821814,3566.45,115.43,163.02,2.13,1031.69,88.7,0,7.89,11.23,11.31,0.43,3370.82,7.98,89.36,20.72,1,0,0,0,146.91,14.76,439.91,92.12,27.03,48.55,2.75
2025-09-18T21:49:09.821829,3037.68,106.04,136.53,2.87,965.77,74.69,0,14.65,13.5,11.73,0.37,3607.96,9.83,80.01,29.39,1,0,0,0,116.72,10.93,394.8,105.58,28.52,46.28,1.81
2025-09-18T21:49:09.821843,3556.18,110.48,146.45,1.07,1003.36,70.31,0,14.72,7.29,13.37,0.18,3546.93,9.28,86.88,27.09,1,0,1,1,134.99,14.9,300.83,95.35,26.17,41.97,1.2
2025-09-18T21:49:09.821858,3885.78,106.23,124.85,2.42,941.31,86.35,0,5.65,10.01,8.32,0.17,3112.15,6.5,97.78,24.6,1,0,1,1,114.71,14.36,372.6,95.16,26.45,44.42,2.8
2025-09-18T21:49:09.821873,3425.16,106.21,149.96,2.7,1064.53,75.79,1,10.43,10.48,6.56,0.13,3660.69,5.54,90.05,25.1,0,0,1,1,142.94,14.76,357.95,93.84,26.65,48.91,1.66
2025-09-18T21:49:09.821888,3228.06,101.62,174.97,1.66,904.2,87.31,1,8.62,13.72,5.59,0.35,3045.11,9.97,86.07,28.14,1,1,0,0,134.78,13.52,361.39,102.25,26.2,41.04,1.88
2025-09-18T21:49:09.821902,3487.61,105.89,134.62,2.19,1089.34,70.34,0,9.68,6.93,11.52,0.18,3676.39,6.93,85.3,26.86,1,0,1,1,107.5,16.57,481.96,90.24,23.23,48.98,1.37
2025-09-18T21:49:09.821917,2913.2,96.98,143.52,1.48,1099.69,73.96,0,11.82,12.49,7.79,0.33,3093.86,7.19,86.15,29.53,1,1,0,0,123.69,12.74,350.99,102.09,25.55,44.43,2.0
2025-09-18T21:49:09.821932,3754.3,119.13,132.7,2.33,967.49,72.74,0,10.41,7.9,7.48,0.38,3398.36,5.79,91.07,21.53,0,0,0,0,119.8,19.69,463.61,109.62,22.65,48.28,2.85
2025-09-18T21:49:09.821946,3710.53,114.51,150.41,1.04,1002.57,70.1,1,8.52,7.62,13.05,0.38,3887.27,9.28,91.35,21.38,1,1,1,0,139.4,17.95,490.06,91.09,23.02,42.95,2.26
2025-09-18T21:49:09.821961,3894.09,106.46,121.4,2.46,1084.74,84.82,1,10.13,10.73,13.25,0.25,3780.98,8.62,81.28,25.23,0,1,0,0,120.59,15.9,318.47,91.95,22.55,43.16,2.14
2025-09-18T21:49:09.821975,2628.84,101.79,159.49,2.96,1096.87,75.11,1,11.52,11.59,5.16,0.1,3349.21,5.38,95.39,22.5,1,1,1,1,138.71,11.02,413.41,103.81,22.83,49.57,2.27
2025-09-18T21:49:09.821990,3358.88,110.5,150.65,1.2,1014.49,84.01,0,13.64,7.03,5.42,0.24,3817.78,7.5,89.15,21.98,0,0,0,0,142.67,17.24,352.16,101.36,24.99,47.8,2.39
2025-09-18T21:49:09.822004,2626.79,119.22,124.97,2.04,1067.09,76.73,0,10.36,8.5,13.4,0.47,3016.95,9.68,91.32,29.5,0,0,1,1,147.96,17.17,301.05,91.38,26.19,46.96,2.81
2025-09-18T21:49:09.822019,3903.02,115.18,142.39,2.96,959.25,78.28,0,7.36,6.8,11.93,0.43,3483.89,7.14,83.91,24.44,1,1,1,1,146.38,17.22,377.51,108.85,28.01,41.93,2.43
2025-09-18T21:49:09.822033,3965.67,106.75,157.28,2.9,1043.24,88.03,1,7.41,10.53,11.86,0.13,3937.45,6.46,93.48,26.92,1,1,0,1,145.73,13.94,441.77,104.43,23.19,42.04,2.63
2025-09-18T21:49:09.822047,2945.37,112.72,130.61,1.49,1035.31,78.82,0,7.61,10.62,14.08,0.42,3571.6,9.22,92.62,20.37,1,1,0,1,101.56,13.57,331.3,101.51,22.38,45.26,2.75
2025-09-18T21:49:09.822062,2719.27,106.07,152.7,1.49,995.26,72.77,0,5.15,10.82,9.41,0.27,3015.88,8.35,85.52,26.7,0,1,0,1,139.67,19.6,301.03,101.99,22.26,48.86,2.58
2025-09-18T21:49:09.822076,3974.23,111.42,147.07,1.87,1092.76,88.96,0,9.92,6.02,8.11,0.32,3989.01,7.39,98.08,21.09,0,1,0,1,116.21,12.13,322.73,107.3,27.66,40.48,1.44
2025-09-18T21:49:09.822090,3735.43,107.66,176.87,2.06,1001.4,70.13,0,10.86,13.25,6.69,0.27,3384.13,7.74,93.73,24.67,1,1,1,1,127.97,16.01,456.8,101.8,23.16,47.7,1.81
2025-09-18T21:49:09.822105,2640.95,95.21,153.38,1.08,937.74,88.27,1,11.7,8.7,6.19,0.15,3379.69,6.7,87.69,27.46,1,1,0,0,129.11,17.61,336.73,104.54,22.89,45.72,2.02
2025-09-18T21:49:09.822120,2504.21,101.65,125.71,1.82,1057.83,88.67,1,7.6,5.66,10.8,0.32,3118.33,5.47,86.05,22.73,1,0,1,0,116.9,17.83,318.08,90.39,24.32,47.72,2.3
2025-09-18T21:49:09.822134,2861.02,103.73,132.4,2.95,995.48,84.77,0,11.49,13.33,11.58,0.39,3300.47,8.18,81.73,25.1,1,0,1,1,112.79,14.21,310.01,107.07,26.58,47.74,2.94
2025-09-18T21:49:09.822149,2565.52,111.1,127.04,1.37,901.01,80.89,0,7.21,6.87,12.15,0.24,3169.93,5.44,86.34,23.53,0,1,1,1,148.65,16.63,393.64,91.86,26.24,44.61,2.22
2025-09-18T21:49:09.822164,3097.16,97.82,121.8,1.21,1046.46,77.59,0,7.54,8.73,8.26,0.24,3813.72,6.49,84.76,21.81,1,0,0,0,145.15,19.15,486.97,109.53,20.53,43.51,2.38
2025-09-18T21:49:09.822178,2993.73,117.61,162.02,2.62,1026.55,73.55,0,14.32,9.69,5.9,0.4,3504.93,5.39,90.84,27.12,0,1,1,0,131.66,12.9,359.28,105.17,23.22,48.58,1.18
