timestamp,mill_power_kw,mill_motor_load_pct,mill_outlet_temp_c,mill_feed_rate_tph,raw_mill_feed_tph,raw_mill_power_kw,separator_speed_rpm,separator_efficiency_pct,residue_on_90um_pct,residue_on_212um_pct,separator_motor_status,preheater_inlet_temp_c,preheater_outlet_temp_c,cyclone_pressure_drop_mbar,preheater_O2_pct,preheater_CO_pct,gas_flow_rate_nm3h,dust_load_mgNm3,preheater_cyclone_efficiency_pct,co2_pct,co_ppm,so2_ppm,no_x_ppm,specific_power_consumption_kwh_t,separator_fan_power_kw,preheater_fan_power_kw,high_temp_alarm,high_vibration_alarm,separator_blockage_alarm,fan_failure_alarm
2025-09-18T21:49:09.808488,3632.73,72.02,118.62,249.19,240.37,449.6,949.77,74.95,12.5,2.59,1,313.88,899.35,73.72,3.01,0.36,16305.74,33.93,86.44,10.98,73.1,10.19,191.29,29.9,76.1,164.06,1,1,1,1
2025-09-18T21:49:09.808505,4462.61,87.94,107.15,232.2,212.54,358.24,989.43,75.21,9.62,4.64,0,341.03,800.95,77.62,2.54,0.42,11599.94,18.71,85.68,11.12,64.92,16.17,124.79,22.92,96.04,179.74,0,0,1,1
2025-09-18T21:49:09.808521,4703.98,77.29,103.12,186.31,214.66,330.07,998.59,75.07,6.31,2.93,1,350.78,864.58,66.26,2.79,0.16,14421.21,20.55,94.05,10.16,81.55,11.68,106.67,29.41,95.86,107.22,0,1,0,0
2025-09-18T21:49:09.808537,4149.71,82.06,111.56,202.52,202.99,477.16,909.56,82.22,7.31,3.57,1,302.01,876.25,76.26,2.26,0.15,14621.18,28.4,86.61,14.55,57.11,15.25,161.0,20.9,84.25,130.19,1,1,0,1
2025-09-18T21:49:09.808554,4362.13,73.36,98.64,222.3,233.85,460.51,907.95,89.0,10.5,2.37,0,321.27,890.37,62.71,2.7,0.39,10180.28,20.22,87.76,12.18,85.69,18.64,196.77,23.69,75.58,157.88,1,1,1,0
2025-09-18T21:49:09.808570,4172.7,76.19,117.48,185.96,150.16,441.36,985.35,81.26,12.23,3.46,1,348.24,898.85,59.2,2.41,0.11,10812.08,40.29,95.0,11.1,53.35,13.72,156.26,21.79,92.59,192.14,0,0,0,0
2025-09-18T21:49:09.808587,4536.72,87.3,100.74,183.18,219.72,489.68,989.02,87.17,7.34,5.0,0,348.84,899.89,83.65,4.36,0.28,11129.11,47.23,88.55,13.45,92.26,19.93,159.67,24.65,60.28,112.17,0,0,1,0
2025-09-18T21:49:09.808604,4285.59,70.84,110.83,182.02,183.87,412.14,990.35,81.11,13.06,1.59,0,309.4,845.73,51.78,2.69,0.34,16561.01,29.44,87.9,14.25,90.68,14.58,130.31,27.48,72.99,187.62,0,0,1,1
2025-09-18T21:49:09.808621,4299.2,86.42,111.5,244.65,240.83,333.33,1002.32,73.76,13.13,2.09,0,376.32,838.63,82.72,3.59,0.2,16606.35,20.94,86.36,13.97,71.47,12.83,100.25,22.84,91.9,110.93,1,1,0,0
2025-09-18T21:49:09.808639,4450.26,76.27,109.85,201.12,202.25,417.43,1063.89,89.87,8.52,2.65,1,333.02,874.29,84.62,4.89,0.24,16292.1,40.76,87.45,13.39,53.14,17.27,155.26,29.51,68.69,103.82,0,0,0,0
2025-09-18T21:49:09.808655,4841.33,76.63,90.98,235.19,205.39,452.14,951.58,78.22,5.99,4.58,0,357.86,806.88,68.87,3.72,0.15,14155.99,27.48,92.6,12.98,84.27,19.8,140.15,27.89,76.43,113.24,0,0,1,0
2025-09-18T21:49:09.808672,4035.78,93.09,109.43,233.9,171.22,306.21,1050.69,83.34,11.52,2.3,1,381.79,883.77,72.37,4.51,0.17,16786.67,47.37,92.0,14.32,54.85,16.81,167.15,20.98,83.35,126.2,1,1,1,1
2025-09-18T21:49:09.808688,3760.28,75.09,92.18,193.79,220.02,397.13,1035.22,75.98,13.2,3.45,0,368.47,865.56,63.86,3.66,0.48,19187.74,49.19,89.87,10.61,65.76,13.24,116.92,21.52,75.7,189.16,1,0,0,1
2025-09-18T21:49:09.808705,4450.56,79.17,105.39,236.25,208.25,431.38,1070.7,72.59,13.45,4.62,1,322.81,818.53,69.1,2.85,0.42,11179.82,15.42,89.29,11.1,55.87,14.71,176.18,21.65,94.69,139.43,0,1,1,0
2025-09-18T21:49:09.808722,4165.34,84.81,116.36,184.13,248.13,318.97,915.5,87.82,10.51,3.48,0,321.67,852.23,87.37,4.79,0.44,19773.58,24.61,91.74,12.56,62.81,15.18,124.84,24.61,83.72,198.57,1,1,0,1
2025-09-18T21:49:09.808738,3552.34,94.87,94.24,183.47,179.22,490.97,957.17,89.56,6.26,2.42,1,314.88,841.36,92.41,2.16,0.42,11521.92,20.24,86.48,12.87,74.4,12.36,167.55,25.15,67.52,138.25,0,0,0,0
2025-09-18T21:49:09.808755,4936.14,86.86,99.44,240.31,212.08,391.15,953.32,79.6,9.84,3.72,0,300.04,881.37,87.71,2.66,0.4,16447.3,10.61,92.54,14.69,83.05,15.29,101.82,25.83,99.87,177.03,0,1,1,1
2025-09-18T21:49:09.808772,3753.86,73.48,101.86,193.37,208.19,300.7,920.73,77.77,9.52,1.16,1,378.92,818.49,98.72,3.06,0.31,12891.82,20.87,89.81,12.75,90.91,15.85,163.4,29.64,99.01,137.5,0,0,0,1
2025-09-18T21:49:09.808789,3838.36,73.04,105.01,232.96,230.32,499.01,959.61,87.92,14.44,4.69,1,303.41,873.94,84.42,2.87,0.15,10636.32,37.96,92.99,14.92,86.55,16.76,115.66,27.44,83.64,155.61,0,0,0,1
2025-09-18T21:49:09.808806,4313.08,77.37,113.75,239.69,188.44,492.38,1079.59,79.03,6.18,3.76,1,323.17,821.37,51.62,3.83,0.33,17782.47,21.84,93.34,14.98,52.08,15.96,103.3,23.88,65.11,150.7,1,0,0,0
2025-09-18T21:49:09.808823,4152.09,93.18,108.84,243.41,163.23,394.99,936.23,82.26,6.4,3.17,0,384.71,836.32,75.49,3.4,0.15,16845.88,47.54,93.54,10.52,84.07,18.52,174.26,26.06,94.1,167.21,0,1,0,1
2025-09-18T21:49:09.808839,4722.83,89.28,99.67,200.75,184.78,473.71,991.25,74.86,12.22,1.36,0,323.6,812.2,88.35,2.96,0.23,18417.01,24.31,88.16,14.83,71.0,10.99,181.29,27.03,72.79,141.51,0,1,0,0
2025-09-18T21:49:09.808856,4611.78,93.38,105.19,223.65,237.56,492.89,1024.07,86.84,11.91,3.68,1,363.72,889.1,60.11,4.7,0.39,14820.56,41.9,89.05,10.31,78.5,10.63,141.53,27.18,93.23,142.47,1,1,0,1
2025-09-18T21:49:09.808873,4965.06,77.61,106.2,188.41,162.92,463.0,1010.32,79.26,12.32,3.09,1,360.73,874.74,95.93,4.66,0.26,15423.5,29.06,94.29,13.21,70.6,15.75,161.14,21.79,98.3,169.01,1,1,1,0
2025-09-18T21:49:09.808890,3516.91,71.78,109.53,247.18,202.58,498.8,1064.54,76.74,7.22,3.18,0,351.87,823.07,51.67,4.08,0.35,15041.68,21.42,86.33,12.08,51.66,13.06,142.28,24.07,62.15,168.17,0,1,0,0
2025-09-18T21:49:09.808906,3889.21,82.47,92.56,215.76,210.64,458.52,924.97,81.16,12.04,4.59,0,344.63,817.76,99.76,4.47,0.2,10347.64,39.46,94.7,14.23,90.98,16.74,102.81,21.86,95.67,190.5,0,0,1,0
2025-09-18T21:49:09.808923,4250.12,86.15,90.53,201.4,202.3,376.74,990.04,88.95,7.65,3.06,0,300.31,870.31,80.37,4.19,0.18,10156.95,28.02,89.49,11.66,95.75,17.4,184.41,22.97,58.57,189.73,1,1,0,1
2025-09-18T21:49:09.808939,4171.68,74.83,112.27,218.63,214.83,367.72,954.24,88.84,8.15,1.96,1,326.47,817.89,63.86,2.46,0.28,11533.2,25.59,86.22,12.75,89.21,19.86,111.85,29.46,82.71,188.65,1,1,0,1
2025-09-18T21:49:09.808955,3614.81,83.61,106.51,194.98,229.25,482.7,1086.96,75.45,7.68,1.86,0,336.39,874.48,96.1,4.76,0.29,13954.19,14.88,92.9,12.48,89.34,18.09,189.61,25.54,91.1,185.22,0,0,1,0
2025-09-18T21:49:09.808972,4176.28,73.61,97.9,234.52,222.35,334.24,1028.1,73.61,6.65,2.72,0,313.74,807.4,86.51,3.23,0.17,10333.81,22.56,94.41,12.94,62.41,14.93,157.33,26.3,70.81,182.6,0,0,0,0
2025-09-18T21:49:09.808989,3693.09,89.52,95.6,206.99,246.55,330.73,926.99,81.34,10.67,2.74,1,328.68,833.94,90.17,3.64,0.18,17479.6,44.35,94.98,13.64,52.63,17.28,195.92,21.05,64.6,162.24,1,0,0,1
2025-09-18T21:49:09.809006,4478.28,77.2,103.43,214.29,158.06,333.16,943.13,76.07,14.4,3.61,1,339.76,897.71,76.97,3.49,0.39,12891.12,18.03,88.07,11.02,52.31,10.42,185.47,28.61,82.28,168.13,0,1,1,0
2025-09-18T21:49:09.809022,3862.28,91.69,92.53,211.29,181.14,475.46,970.43,89.21,14.66,1.03,0,330.7,840.98,85.69,2.14,0.34,16247.5,23.51,91.88,10.22,64.37,13.66,131.16,21.68,97.61,107.56,0,1,1,1
2025-09-18T21:49:09.809038,3511.45,81.97,109.08,217.48,185.75,330.68,1058.49,70.04,10.36,3.91,1,317.69,862.37,53.49,4.37,0.17,18584.7,16.41,94.51,10.89,62.15,15.85,107.8,24.48,52.01,186.92,0,1,0,1
2025-09-18T21:49:09.809054,4042.27,77.67,98.96,206.19,198.65,432.85,1057.78,86.32,10.82,4.55,0,319.49,894.68,94.37,2.42,0.23,10594.56,15.89,90.2,10.47,77.48,13.15,197.52,25.6,87.49,149.99,0,0,1,0
2025-09-18T21:49:09.809070,3846.08,83.1,115.06,232.58,185.02,452.96,1026.77,79.95,14.44,3.27,0,308.3,854.44,97.98,3.21,0.26,12454.85,28.42,90.03,14.71,79.03,19.92,188.81,23.46,56.36,128.64,0,1,0,1
2025-09-18T21:49:09.809087,3723.71,86.6,108.84,201.34,218.4,378.93,1034.98,87.6,5.46,3.95,0,346.34,801.15,74.92,4.89,0.16,11321.26,11.85,93.69,10.65,58.71,12.1,118.57,26.54,61.72,195.65,1,0,1,0
2025-09-18T21:49:09.809103,3969.7,79.09,104.18,240.47,187.36,498.76,1006.12,81.4,12.95,1.44,0,382.16,889.46,52.8,4.59,0.27,19429.81,41.3,94.77,10.19,80.85,18.71,110.45,29.35,74.17,149.49,1,1,0,0
2025-09-18T21:49:09.809120,4624.92,91.91,91.53,197.6,164.96,302.9,1040.47,84.04,5.22,3.22,0,351.28,863.27,80.38,3.84,0.42,16991.87,13.18,91.94,10.42,79.97,17.11,173.55,20.78,74.31,159.8,0,0,1,1
2025-09-18T21:49:09.809137,4240.79,91.92,97.83,202.78,231.12,326.78,951.97,84.71,11.82,3.95,1,352.12,862.34,86.33,3.71,0.22,17479.16,29.23,85.11,11.85,78.44,10.24,100.06,24.59,68.35,112.39,1,1,0,0
2025-09-18T21:49:09.809153,4714.83,78.02,119.22,234.74,163.67,423.65,1082.21,84.24,12.35,2.23,1,383.42,811.67,98.26,3.7,0.35,15036.98,18.88,92.93,13.43,53.68,18.3,112.59,21.99,65.76,144.26,1,0,0,0
2025-09-18T21:49:09.809169,3800.44,86.89,119.59,189.34,173.87,452.04,961.45,77.53,11.25,3.86,0,342.15,843.27,51.8,3.57,0.12,12220.7,24.24,91.75,10.75,84.33,15.86,145.99,24.61,97.14,179.63,0,1,0,1
2025-09-18T21:49:09.809186,4820.95,77.17,110.03,206.02,155.28,393.64,1099.49,76.36,9.59,4.18,1,319.04,868.6,71.88,4.96,0.3,11469.16,11.27,91.99,14.6,82.92,13.02,180.98,27.67,71.37,152.34,0,1,0,1
2025-09-18T21:49:09.809203,4539.46,90.59,94.88,223.4,247.58,457.5,909.17,78.84,5.91,1.68,1,392.76,888.69,60.03,2.53,0.3,14293.79,26.24,89.1,12.83,72.71,11.1,104.23,26.32,67.09,184.04,1,0,1,0
2025-09-18T21:49:09.809221,4884.17,76.5,118.68,225.63,154.84,352.64,1047.58,88.04,11.93,2.27,1,397.72,801.91,97.35,2.7,0.3,11733.39,31.11,94.0,13.51,99.53,10.0,176.86,23.64,58.73,161.21,0,1,1,0
2025-09-18T21:49:09.809238,4476.27,73.71,106.17,233.26,215.83,381.52,1085.05,80.64,14.52,1.58,1,371.79,845.45,85.89,3.56,0.43,15011.96,34.26,85.98,13.22,92.38,11.73,169.88,29.05,87.05,198.99,1,1,0,1
2025-09-18T21:49:09.809254,4180.47,74.76,118.87,204.52,174.08,381.26,934.46,86.62,13.57,3.47,0,308.91,889.04,61.46,2.46,0.5,18896.43,43.16,90.26,12.15,84.26,15.45,170.42,29.5,59.15,166.59,0,0,0,1
2025-09-18T21:49:09.809271,4614.98,94.52,104.98,203.75,191.9,446.21,1096.91,79.77,6.22,2.29,0,314.05,845.71,57.19,4.89,0.42,13295.34,28.3,94.73,14.08,57.24,13.57,174.37,21.9,79.08,144.25,1,0,1,1
2025-09-18T21:49:09.809287,4197.93,86.41,109.54,195.77,157.75,490.33,1014.77,75.22,5.64,1.51,1,348.14,871.09,99.52,4.41,0.18,18721.24,19.54,90.73,13.07,68.04,16.26,117.15,29.07,74.95,141.85,0,1,1,1
2025-09-18T21:49:09.809304,4374.08,94.52,107.15,228.47,207.31,486.32,950.23,73.61,7.52,3.57,0,347.14,813.79,60.21,2.28,0.18,10548.46,21.51,85.0,14.72,55.48,10.69,187.76,24.32,60.96,111.01,0,0,1,0
2025-09-18T21:49:09.809321,4276.25,92.87,109.17,187.63,158.91,487.9,1097.97,75.55,12.32,1.45,0,309.36,810.2,71.74,4.22,0.5,17611.77,18.77,92.6,12.73,84.27,16.93,159.63,23.34,64.27,192.97,0,1,0,0
2025-09-18T21:49:09.809338,4592.82,71.94,94.42,247.28,151.93,315.19,1014.07,83.1,9.61,3.09,1,341.75,873.82,63.09,3.23,0.33,13267.17,42.3,92.22,11.06,51.18,10.56,143.77,20.37,94.22,188.67,1,1,1,0
2025-09-18T21:49:09.809354,4034.75,93.41,110.73,180.82,220.59,479.94,976.03,86.95,11.9,4.3,0,324.03,819.87,85.68,4.13,0.5,17400.3,25.63,93.5,13.36,56.87,19.03,166.89,22.0,77.64,164.27,0,1,0,1
2025-09-18T21:49:09.809371,4504.51,81.37,117.97,201.75,231.22,435.78,1092.25,82.1,8.3,1.25,1,386.4,841.89,69.66,4.51,0.21,12494.24,47.19,89.73,10.88,90.7,10.2,112.21,23.99,94.18,130.33,0,1,0,0
2025-09-18T21:49:09.809399,4029.38,91.91,92.16,183.27,221.09,452.26,965.11,73.64,11.39,3.37,1,324.24,857.87,89.02,4.85,0.3,16107.82,42.75,90.16,12.98,79.51,16.85,191.53,22.83,71.26,184.94,0,0,0,0
2025-09-18T21:49:09.809421,4655.53,75.48,97.0,239.23,214.3,370.77,1078.8,84.25,6.32,4.59,1,394.45,878.67,51.74,4.62,0.36,14516.08,32.97,85.2,11.58,74.22,18.08,124.09,23.97,65.54,187.39,1,1,0,0
2025-09-18T21:49:09.809439,3539.41,91.45,117.25,223.74,170.79,445.41,981.9,70.89,9.01,2.42,1,342.21,810.37,63.74,2.96,0.19,13236.32,26.11,89.79,14.69,89.9,12.07,147.22,23.8,71.47,109.45,0,0,0,1
2025-09-18T21:49:09.809456,3550.59,89.07,95.8,198.39,207.37,311.24,1021.67,73.26,8.35,1.82,1,378.91,815.57,86.5,4.53,0.13,13571.22,30.52,93.3,13.69,87.89,19.85,128.41,24.62,59.74,144.34,1,1,0,0
2025-09-18T21:49:09.809473,4675.65,80.48,90.01,216.74,212.37,363.24,955.32,72.4,13.71,3.55,0,308.42,851.34,63.23,2.84,0.16,18149.22,36.39,91.68,14.54,75.56,17.44,187.58,28.69,80.05,137.13,1,1,0,0
2025-09-18T21:49:09.809489,4015.99,87.73,100.7,236.16,162.83,398.73,1009.24,81.69,8.83,3.49,0,393.59,871.75,92.99,3.71,0.32,12775.92,24.8,92.38,10.15,95.75,15.72,117.61,20.87,55.42,173.14,0,1,0,1
2025-09-18T21:49:09.809506,4652.4,76.9,100.68,246.12,160.91,482.69,1064.73,71.02,12.67,1.7,1,340.26,805.64,94.03,3.94,0.48,15855.94,31.83,92.03,12.3,61.34,15.93,105.96,29.7,76.6,146.14,0,1,0,1
2025-09-18T21:49:09.809523,4821.29,70.63,109.69,218.48,191.93,335.42,965.97,80.85,14.89,2.89,0,345.81,843.56,70.91,4.62,0.14,15037.62,16.23,94.78,12.49,92.17,14.38,182.91,22.11,85.83,191.57,1,1,0,0
2025-09-18T21:49:09.809539,3801.69,75.3,94.63,249.97,167.96,453.8,1053.3,80.2,8.32,4.27,0,310.25,894.18,98.5,3.99,0.36,16135.73,10.28,94.62,12.01,97.68,11.77,154.94,28.42,55.74,101.95,0,0,1,1
2025-09-18T21:49:09.809556,4346.61,79.24,95.08,194.1,171.11,452.01,1090.35,74.78,8.48,4.15,1,345.04,800.4,82.17,2.9,0.12,19486.55,14.9,86.96,10.41,60.88,12.43,142.22,25.22,69.58,149.45,1,1,1,1
2025-09-18T21:49:09.809572,3639.66,80.17,103.13,217.22,168.46,442.61,969.54,74.12,8.69,1.2,0,338.25,879.84,51.27,2.49,0.35,15966.98,45.35,92.04,11.99,98.53,14.86,148.54,28.09,57.68,131.02,0,1,0,0
2025-09-18T21:49:09.809589,4771.25,79.54,101.71,247.33,213.95,405.57,1002.21,85.61,11.86,3.94,0,321.98,879.77,55.97,2.83,0.21,12556.34,44.94,88.08,14.96,63.23,13.5,198.49,22.81,65.84,146.21,1,0,0,1
2025-09-18T21:49:09.809621,4792.5,71.65,104.53,236.3,178.75,399.0,1094.97,84.49,8.37,4.84,0,395.34,823.23,53.98,3.8,0.44,11052.15,33.02,89.05,10.18,79.36,18.03,140.14,26.21,76.89,123.15,1,1,1,0
2025-09-18T21:49:09.809640,4484.54,82.73,92.04,219.52,213.29,302.82,917.9,89.9,9.25,3.88,0,365.15,849.18,72.86,4.79,0.11,18398.14,26.22,87.46,12.56,56.3,16.29,117.71,27.1,72.1,123.51,1,1,1,1
2025-09-18T21:49:09.809657,4519.32,76.09,97.54,248.41,240.63,477.68,914.73,71.48,14.26,4.97,0,388.23,867.25,63.81,2.48,0.18,16016.79,31.93,91.48,10.98,93.18,10.15,102.37,25.97,88.26,189.83,1,1,0,1
2025-09-18T21:49:09.809674,4835.32,83.25,117.56,202.08,237.22,485.86,1078.51,81.74,13.6,3.06,1,301.67,851.99,64.99,3.75,0.11,11119.36,32.69,91.59,10.87,50.35,15.23,139.3,22.58,85.07,171.75,1,0,1,0
2025-09-18T21:49:09.809691,4694.19,91.45,105.19,239.35,176.13,348.13,989.35,75.98,6.53,3.56,0,343.96,844.55,79.74,2.76,0.44,12299.12,44.33,92.39,10.39,92.17,13.05,113.7,20.83,76.15,132.18,0,1,0,1
2025-09-18T21:49:09.809708,3568.81,74.07,108.18,229.23,169.65,354.16,1047.55,86.11,13.97,1.17,1,322.95,833.08,60.57,3.47,0.46,14832.69,41.89,89.54,11.07,95.56,12.86,127.03,24.86,83.11,117.5,1,1,0,0
2025-09-18T21:49:09.809724,4953.07,92.17,114.48,185.38,184.29,376.98,929.84,74.56,12.53,4.25,1,346.78,809.26,96.02,2.07,0.37,12992.11,25.58,94.61,13.83,73.25,16.24,136.69,28.49,73.5,118.26,1,0,1,0
2025-09-18T21:49:09.809741,4698.9,82.14,113.9,210.72,209.37,425.57,1094.19,72.95,13.1,2.71,0,322.27,833.53,80.03,2.58,0.24,14230.27,34.78,87.59,10.66,69.76,17.4,136.03,23.1,82.3,161.95,0,0,0,1
2025-09-18T21:49:09.809757,4082.85,77.01,95.07,236.22,169.24,475.28,1023.64,82.55,5.59,4.98,0,328.43,839.99,97.66,2.1,0.48,11039.54,37.24,90.38,13.24,79.84,15.97,101.87,20.37,60.81,158.9,1,1,1,0
2025-09-18T21:49:09.809774,3625.31,79.19,105.7,210.78,189.2,438.89,904.47,82.11,9.5,4.44,0,308.93,874.59,76.97,4.05,0.31,18561.07,22.46,92.95,11.43,82.03,12.48,183.74,24.79,59.84,125.48,0,1,0,1
