timestamp,limestone_feed_tph,clay_feed_tph,iron_ore_feed_tph,gypsum_feed_tph,laterite_feed_tph,limestone_moisture_pct,clay_moisture_pct,avg_particle_size_mm,CaO_pct,SiO2_pct,Al2O3_pct,Fe2O3_pct,MgO_pct,crusher_power_kw,conveyor_speed_mps,CO2_emission_kgph,dust_concentration_mgpm3,crusher_status,energy_consumption_kwh,moisture_content_pct
2025-09-18 15:00:00,216.11,40.8,9.03,4.38,3.14,4.15,11.72,26.21,43.06,13.61,4.07,3.1,1.75,409.75,2.48,154.16,57.53,1,139.6,10.61
2025-09-18 16:00:00,348.85,51.3,5.74,5.88,5.7,5.31,8.2,32.02,42.19,14.72,4.27,3.63,0.77,372.99,1.33,219.96,44.92,1,134.57,6.75
2025-09-18 17:00:00,202.89,65.39,11.35,6.82,5.54,3.33,11.61,30.35,42.71,12.13,3.55,3.66,0.82,363.17,1.7,236.99,67.48,1,127.49,12.14
2025-09-18 18:00:00,222.12,78.65,7.24,4.41,4.04,5.04,10.42,31.91,42.77,12.11,3.86,2.29,0.67,425.16,2.09,233.14,61.4,0,100.96,9.4
2025-09-18 19:00:00,221.55,41.45,8.09,4.45,4.16,4.44,11.2,24.37,43.68,12.67,3.8,3.19,1.46,357.15,2.11,242.32,43.48,1,198.2,6.98
2025-09-18 20:00:00,266.55,42.03,7.14,7.15,2.02,5.6,8.14,29.49,43.25,13.51,2.21,2.83,1.44,349.35,1.0,184.55,78.66,1,159.27,13.47
2025-09-18 21:00:00,272.3,66.27,5.42,4.11,3.5,5.6,12.71,30.21,44.37,12.73,4.39,3.65,1.79,440.9,1.48,186.88,65.86,0,181.47,12.77
2025-09-18 22:00:00,244.19,69.59,6.49,6.07,3.39,5.11,9.31,36.94,43.63,13.83,2.56,2.08,1.8,399.78,2.41,208.11,51.95,1,180.02,6.89
2025-09-18 23:00:00,216.57,75.61,11.98,5.81,2.04,4.8,9.59,23.69,44.15,13.46,3.37,3.27,1.62,414.53,1.42,243.57,55.47,0,193.59,9.9
2025-09-19 00:00:00,273.33,69.0,14.6,3.61,5.87,5.77,8.86,47.72,43.67,13.39,2.54,3.76,0.52,377.42,1.56,247.67,48.2,1,170.69,8.71
2025-09-19 01:00:00,247.27,50.9,9.36,3.01,2.91,3.33,11.15,37.1,44.93,14.07,3.54,3.17,1.1,312.6,2.03,229.82,31.19,0,199.62,12.1
2025-09-19 02:00:00,307.83,63.05,11.38,4.41,4.81,3.91,8.13,49.59,43.8,12.82,3.74,2.86,1.94,313.61,1.83,216.03,41.11,0,192.18,11.07
2025-09-19 03:00:00,258.11,68.11,14.16,3.84,4.67,4.09,8.98,28.17,44.07,13.69,3.4,2.54,1.08,420.61,2.02,240.12,34.55,0,192.49,9.44
2025-09-19 04:00:00,322.81,71.67,12.46,3.28,4.93,3.15,11.67,22.86,44.25,12.78,2.16,2.15,0.98,334.08,1.12,194.07,52.17,1,158.96,13.76
2025-09-19 05:00:00,218.75,70.31,13.39,6.01,4.85,4.68,8.67,49.81,44.81,13.75,4.24,3.62,1.29,443.47,2.48,171.93,38.74,1,175.46,9.35
2025-09-19 06:00:00,346.17,64.67,14.65,7.43,5.27,4.3,9.9,24.25,44.31,13.22,2.83,2.88,0.59,372.85,2.4,158.35,71.09,0,122.37,14.49
2025-09-19 07:00:00,276.35,48.64,10.58,7.28,2.77,3.69,12.98,33.78,42.97,14.66,2.48,3.53,1.42,316.47,1.37,182.91,60.1,0,121.56,11.67
2025-09-19 08:00:00,329.15,62.64,7.42,6.98,2.85,3.38,14.89,20.8,43.0,14.51,3.22,3.3,1.98,300.01,2.36,220.13,69.23,1,147.09,7.72
2025-09-19 09:00:00,207.99,76.72,6.94,5.97,2.16,3.43,10.84,36.37,42.76,12.6,3.59,2.01,1.49,446.17,1.94,233.13,76.45,1,146.65,13.65
2025-09-19 10:00:00,219.61,68.58,10.73,5.6,2.07,4.08,12.38,36.17,42.06,13.64,4.83,3.63,1.3,355.88,1.29,190.83,31.0,0,165.13,11.81
2025-09-19 11:00:00,251.86,79.24,12.23,3.47,4.19,3.76,8.05,21.15,43.88,13.73,3.94,3.72,1.03,397.99,1.72,189.42,35.72,1,138.78,6.06
2025-09-19 12:00:00,308.81,59.14,10.41,5.83,2.36,5.03,13.19,35.27,44.08,12.13,3.48,2.54,0.65,434.57,2.39,229.86,60.46,1,124.9,7.65
2025-09-19 13:00:00,251.58,50.18,11.77,6.15,4.18,3.52,8.37,40.84,44.73,12.34,2.05,2.25,0.87,449.73,2.0,222.13,79.52,1,120.97,5.37
2025-09-19 14:00:00,246.32,63.22,6.42,7.07,3.79,3.13,8.97,26.73,43.38,14.85,4.84,3.16,1.65,423.0,2.08,220.28,46.07,0,168.62,7.87
2025-09-19 15:00:00,229.99,57.39,14.1,6.25,3.75,5.94,12.18,44.46,43.11,14.84,3.89,3.77,1.3,377.59,1.2,176.12,39.12,0,179.26,9.48
2025-09-19 16:00:00,267.68,50.46,10.07,4.0,3.45,3.3,9.86,26.01,43.84,12.61,2.65,2.36,0.72,355.51,2.3,245.39,43.2,1,194.77,8.6
2025-09-19 17:00:00,285.96,55.9,11.94,7.34,3.74,5.83,10.91,24.51,44.8,12.94,4.07,3.86,1.67,333.69,1.75,225.14,56.4,0,183.59,5.47
2025-09-19 18:00:00,242.6,79.92,11.99,3.3,5.67,5.38,14.48,21.02,42.56,14.52,3.15,2.62,1.93,425.33,1.73,239.97,63.78,0,138.77,5.6
2025-09-19 19:00:00,326.42,69.62,13.99,4.2,5.3,3.46,13.8,45.78,44.94,12.6,4.26,3.3,1.48,334.22,1.27,153.27,54.54,0,137.86,14.12
2025-09-19 20:00:00,211.82,61.4,11.12,7.72,5.48,5.88,11.52,21.2,44.44,14.6,3.73,3.86,1.22,376.18,1.89,190.13,52.04,0,198.22,6.22
2025-09-19 21:00:00,252.35,46.49,12.74,5.6,5.93,4.33,13.45,28.04,43.43,13.61,2.42,3.36,0.75,348.61,2.12,223.32,38.22,1,198.82,7.72
2025-09-19 22:00:00,251.31,47.61,5.11,5.71,3.16,4.11,8.45,44.75,44.28,14.9,4.43,2.13,0.81,336.25,2.18,177.61,44.61,1,148.7,7.88
2025-09-19 23:00:00,280.56,42.31,13.36,7.89,3.24,5.11,10.23,39.56,43.17,13.11,2.39,2.56,0.66,347.52,1.6,231.82,38.12,0,158.45,10.4
